State	Year	Election Type	County	Office	Candidate	Party	Votes
Colorado	2014	P	Denver	State Senate - District 16	Tim Neville	Republican Party	"1,569"
Colorado	2014	P	Gilpin	State Senate - District 16	Tim Neville	Republican Party	413
Colorado	2014	P	Jefferson	State Senate - District 16	Tim Neville	Republican Party	"8,361"
Colorado	2014	P	Jefferson	State Senate - District 19	Rachel Zenzinger	Democratic Party	"6,254"
Colorado	2014	P	Jefferson	State Senate - District 19	Lang Sias	Republican Party	"5,484"
Colorado	2014	P	Jefferson	State Senate - District 19	Laura J. Woods	Republican Party	"6,813"
Colorado	2014	P	Clear Creek	State Senate - District 2	Kevin J. Grantham	Republican Party	609
Colorado	2014	P	El Paso	State Senate - District 2	Kevin J. Grantham	Republican Party	"3,490"
Colorado	2014	P	Fremont	State Senate - District 2	Kevin J. Grantham	Republican Party	"4,740"
Colorado	2014	P	Park	State Senate - District 2	Kevin J. Grantham	Republican Party	"1,898"
Colorado	2014	P	Teller	State Senate - District 2	Kevin J. Grantham	Republican Party	"2,814"
Colorado	2014	P	Jefferson	State Senate - District 20	Cheri Jahn	Democratic Party	"7,164"
Colorado	2014	P	Jefferson	State Senate - District 20	Larry Queen	Republican Party	"10,390"
Colorado	2014	P	Jefferson	State Senate - District 22	Andy Kerr	Democratic Party	"5,735"
Colorado	2014	P	Jefferson	State Senate - District 22	Mario Nicolais	Republican Party	"3,441"
Colorado	2014	P	Jefferson	State Senate - District 22	Tony Sanchez	Republican Party	"6,848"
Colorado	2014	P	Adams	State Senate - District 24	Judy Solano	Democratic Party	"5,666"
Colorado	2014	P	Adams	State Senate - District 24	Beth Martinez Humenik	Republican Party	"6,605"
Colorado	2014	P	Pueblo	State Senate - District 3	Leroy M. Garcia Jr.	Democratic Party	"9,506"
Colorado	2014	P	Pueblo	State Senate - District 3	George Rivera	Republican Party	"6,877"
Colorado	2014	P	Douglas	State Senate - District 30	Bette Davis	Democratic Party	"4,159"
Colorado	2014	P	Douglas	State Senate - District 30	Chris Holbert	Republican Party	"12,299"
Colorado	2014	P	Denver	State Senate - District 32	Irene Aguilar	Democratic Party	"8,959"
Colorado	2014	P	Denver	State Senate - District 32	Dawne Murray	Republican Party	"4,505"
Colorado	2014	P	Denver	State Senate - District 34	Lucia Guzman	Democratic Party	"6,507"
Colorado	2014	P	Denver	State Senate - District 34	Stuart Siffring	Republican Party	"1,814"
Colorado	2014	P	Chaffee	State Senate - District 5	Kerry Donovan	Democratic Party	926
Colorado	2014	P	Delta	State Senate - District 5	Kerry Donovan	Democratic Party	835
Colorado	2014	P	Eagle	State Senate - District 5	Kerry Donovan	Democratic Party	"1,333"
Colorado	2014	P	Gunnison	State Senate - District 5	Kerry Donovan	Democratic Party	591
Colorado	2014	P	Hinsdale	State Senate - District 5	Kerry Donovan	Democratic Party	27
Colorado	2014	P	Lake	State Senate - District 5	Kerry Donovan	Democratic Party	430
Colorado	2014	P	Pitkin	State Senate - District 5	Kerry Donovan	Democratic Party	693
Colorado	2014	P	Chaffee	State Senate - District 5	Don Suppes	Republican Party	"1,642"
Colorado	2014	P	Delta	State Senate - District 5	Don Suppes	Republican Party	"3,244"
Colorado	2014	P	Eagle	State Senate - District 5	Don Suppes	Republican Party	"1,537"
Colorado	2014	P	Gunnison	State Senate - District 5	Don Suppes	Republican Party	612
Colorado	2014	P	Hinsdale	State Senate - District 5	Don Suppes	Republican Party	142
Colorado	2014	P	Lake	State Senate - District 5	Don Suppes	Republican Party	218
Colorado	2014	P	Pitkin	State Senate - District 5	Don Suppes	Republican Party	412
Colorado	2014	P	Archuleta	State Senate - District 6	Ellen S. Roberts	Republican Party	"1,643"
Colorado	2014	P	Dolores	State Senate - District 6	Ellen S. Roberts	Republican Party	196
Colorado	2014	P	La Plata	State Senate - District 6	Ellen S. Roberts	Republican Party	"2,995"
Colorado	2014	P	Montezuma	State Senate - District 6	Ellen S. Roberts	Republican Party	"3,123"
Colorado	2014	P	Montrose	State Senate - District 6	Ellen S. Roberts	Republican Party	"3,996"
Colorado	2014	P	Ouray	State Senate - District 6	Ellen S. Roberts	Republican Party	453
Colorado	2014	P	San Juan	State Senate - District 6	Ellen S. Roberts	Republican Party	22
Colorado	2014	P	San Miguel	State Senate - District 6	Ellen S. Roberts	Republican Party	177
Colorado	2014	P	Mesa	State Senate - District 7	Claudette J. Konola	Democratic Party	"4,291"
Colorado	2014	P	Mesa	State Senate - District 7	Ray Scott	Republican Party	"13,212"
Colorado	2014	P	El Paso	State Senate - District 9	Kent Lambert	Republican Party	"18,095"
Colorado	2014	P	Adams	State Treasurer	Betsy Markey	Democratic Party	"14,797"
Colorado	2014	P	Alamosa	State Treasurer	Betsy Markey	Democratic Party	700
Colorado	2014	P	Arapahoe	State Treasurer	Betsy Markey	Democratic Party	"21,153"
Colorado	2014	P	Archuleta	State Treasurer	Betsy Markey	Democratic Party	466
Colorado	2014	P	Baca	State Treasurer	Betsy Markey	Democratic Party	241
Colorado	2014	P	Bent	State Treasurer	Betsy Markey	Democratic Party	263
Colorado	2014	P	Boulder	State Treasurer	Betsy Markey	Democratic Party	"19,934"
Colorado	2014	P	Broomfield	State Treasurer	Betsy Markey	Democratic Party	"2,664"
Colorado	2014	P	Chaffee	State Treasurer	Betsy Markey	Democratic Party	927
Colorado	2014	P	Cheyenne	State Treasurer	Betsy Markey	Democratic Party	39
Colorado	2014	P	Clear Creek	State Treasurer	Betsy Markey	Democratic Party	520
Colorado	2014	P	Conejos	State Treasurer	Betsy Markey	Democratic Party	725
Colorado	2014	P	Costilla	State Treasurer	Betsy Markey	Democratic Party	705
Colorado	2014	P	Crowley	State Treasurer	Betsy Markey	Democratic Party	138
Colorado	2014	P	Custer	State Treasurer	Betsy Markey	Democratic Party	172
Colorado	2014	P	Delta	State Treasurer	Betsy Markey	Democratic Party	889
Colorado	2014	P	Denver	State Treasurer	Betsy Markey	Democratic Party	"36,998"
Colorado	2014	P	Dolores	State Treasurer	Betsy Markey	Democratic Party	88
Colorado	2014	P	Douglas	State Treasurer	Betsy Markey	Democratic Party	"8,095"
Colorado	2014	P	Eagle	State Treasurer	Betsy Markey	Democratic Party	"1,290"
Colorado	2014	P	El Paso	State Treasurer	Betsy Markey	Democratic Party	"14,576"
Colorado	2014	P	Elbert	State Treasurer	Betsy Markey	Democratic Party	520
Colorado	2014	P	Fremont	State Treasurer	Betsy Markey	Democratic Party	"1,405"
Colorado	2014	P	Garfield	State Treasurer	Betsy Markey	Democratic Party	"1,389"
Colorado	2014	P	Gilpin	State Treasurer	Betsy Markey	Democratic Party	261
Colorado	2014	P	Grand	State Treasurer	Betsy Markey	Democratic Party	464
Colorado	2014	P	Gunnison	State Treasurer	Betsy Markey	Democratic Party	642
Colorado	2014	P	Hinsdale	State Treasurer	Betsy Markey	Democratic Party	33
Colorado	2014	P	Huerfano	State Treasurer	Betsy Markey	Democratic Party	784
Colorado	2014	P	Jackson	State Treasurer	Betsy Markey	Democratic Party	37
Colorado	2014	P	Jefferson	State Treasurer	Betsy Markey	Democratic Party	"24,149"
Colorado	2014	P	Kiowa	State Treasurer	Betsy Markey	Democratic Party	54
Colorado	2014	P	Kit Carson	State Treasurer	Betsy Markey	Democratic Party	188
Colorado	2014	P	La Plata	State Treasurer	Betsy Markey	Democratic Party	"2,100"
Colorado	2014	P	Lake	State Treasurer	Betsy Markey	Democratic Party	451
Colorado	2014	P	Larimer	State Treasurer	Betsy Markey	Democratic Party	"12,970"
Colorado	2014	P	Las Animas	State Treasurer	Betsy Markey	Democratic Party	"1,199"
Colorado	2014	P	Lincoln	State Treasurer	Betsy Markey	Democratic Party	139
Colorado	2014	P	Logan	State Treasurer	Betsy Markey	Democratic Party	633
Colorado	2014	P	Mesa	State Treasurer	Betsy Markey	Democratic Party	"4,418"
Colorado	2014	P	Mineral	State Treasurer	Betsy Markey	Democratic Party	88
Colorado	2014	P	Moffat	State Treasurer	Betsy Markey	Democratic Party	206
Colorado	2014	P	Montezuma	State Treasurer	Betsy Markey	Democratic Party	814
Colorado	2014	P	Montrose	State Treasurer	Betsy Markey	Democratic Party	"1,167"
Colorado	2014	P	Morgan	State Treasurer	Betsy Markey	Democratic Party	778
Colorado	2014	P	Otero	State Treasurer	Betsy Markey	Democratic Party	830
Colorado	2014	P	Ouray	State Treasurer	Betsy Markey	Democratic Party	268
Colorado	2014	P	Park	State Treasurer	Betsy Markey	Democratic Party	525
Colorado	2014	P	Phillips	State Treasurer	Betsy Markey	Democratic Party	128
Colorado	2014	P	Pitkin	State Treasurer	Betsy Markey	Democratic Party	709
Colorado	2014	P	Prowers	State Treasurer	Betsy Markey	Democratic Party	334
Colorado	2014	P	Pueblo	State Treasurer	Betsy Markey	Democratic Party	"9,992"
Colorado	2014	P	Rio Blanco	State Treasurer	Betsy Markey	Democratic Party	91
Colorado	2014	P	Rio Grande	State Treasurer	Betsy Markey	Democratic Party	636
Colorado	2014	P	Routt	State Treasurer	Betsy Markey	Democratic Party	750
Colorado	2014	P	Saguache	State Treasurer	Betsy Markey	Democratic Party	438
Colorado	2014	P	San Juan	State Treasurer	Betsy Markey	Democratic Party	38
Colorado	2014	P	San Miguel	State Treasurer	Betsy Markey	Democratic Party	276
Colorado	2014	P	Sedgwick	State Treasurer	Betsy Markey	Democratic Party	96
Colorado	2014	P	Summit	State Treasurer	Betsy Markey	Democratic Party	854
Colorado	2014	P	Teller	State Treasurer	Betsy Markey	Democratic Party	724
Colorado	2014	P	Washington	State Treasurer	Betsy Markey	Democratic Party	95
Colorado	2014	P	Weld	State Treasurer	Betsy Markey	Democratic Party	"6,216"
Colorado	2014	P	Yuma	State Treasurer	Betsy Markey	Democratic Party	268
Colorado	2014	P	Adams	State Treasurer	Walker Stapleton	Republican Party	"15,586"
Colorado	2014	P	Alamosa	State Treasurer	Walker Stapleton	Republican Party	738
Colorado	2014	P	Arapahoe	State Treasurer	Walker Stapleton	Republican Party	"34,290"
Colorado	2014	P	Archuleta	State Treasurer	Walker Stapleton	Republican Party	"1,538"
Colorado	2014	P	Baca	State Treasurer	Walker Stapleton	Republican Party	493
Colorado	2014	P	Bent	State Treasurer	Walker Stapleton	Republican Party	437
Colorado	2014	P	Boulder	State Treasurer	Walker Stapleton	Republican Party	"11,838"
Colorado	2014	P	Broomfield	State Treasurer	Walker Stapleton	Republican Party	"4,116"
Colorado	2014	P	Chaffee	State Treasurer	Walker Stapleton	Republican Party	"1,683"
Colorado	2014	P	Cheyenne	State Treasurer	Walker Stapleton	Republican Party	365
Colorado	2014	P	Clear Creek	State Treasurer	Walker Stapleton	Republican Party	636
Colorado	2014	P	Conejos	State Treasurer	Walker Stapleton	Republican Party	497
Colorado	2014	P	Costilla	State Treasurer	Walker Stapleton	Republican Party	121
Colorado	2014	P	Crowley	State Treasurer	Walker Stapleton	Republican Party	478
Colorado	2014	P	Custer	State Treasurer	Walker Stapleton	Republican Party	"1,092"
Colorado	2014	P	Delta	State Treasurer	Walker Stapleton	Republican Party	"3,053"
Colorado	2014	P	Denver	State Treasurer	Walker Stapleton	Republican Party	"15,396"
Colorado	2014	P	Dolores	State Treasurer	Walker Stapleton	Republican Party	195
Colorado	2014	P	Douglas	State Treasurer	Walker Stapleton	Republican Party	"27,743"
Colorado	2014	P	Eagle	State Treasurer	Walker Stapleton	Republican Party	"1,587"
Colorado	2014	P	El Paso	State Treasurer	Walker Stapleton	Republican Party	"51,428"
Colorado	2014	P	Elbert	State Treasurer	Walker Stapleton	Republican Party	"3,405"
Colorado	2014	P	Fremont	State Treasurer	Walker Stapleton	Republican Party	"4,491"
Colorado	2014	P	Garfield	State Treasurer	Walker Stapleton	Republican Party	"2,648"
Colorado	2014	P	Gilpin	State Treasurer	Walker Stapleton	Republican Party	430
Colorado	2014	P	Grand	State Treasurer	Walker Stapleton	Republican Party	"1,424"
Colorado	2014	P	Gunnison	State Treasurer	Walker Stapleton	Republican Party	629
Colorado	2014	P	Hinsdale	State Treasurer	Walker Stapleton	Republican Party	154
Colorado	2014	P	Huerfano	State Treasurer	Walker Stapleton	Republican Party	467
Colorado	2014	P	Jackson	State Treasurer	Walker Stapleton	Republican Party	301
Colorado	2014	P	Jefferson	State Treasurer	Walker Stapleton	Republican Party	"38,437"
Colorado	2014	P	Kiowa	State Treasurer	Walker Stapleton	Republican Party	215
Colorado	2014	P	Kit Carson	State Treasurer	Walker Stapleton	Republican Party	"1,140"
Colorado	2014	P	La Plata	State Treasurer	Walker Stapleton	Republican Party	"2,699"
Colorado	2014	P	Lake	State Treasurer	Walker Stapleton	Republican Party	224
Colorado	2014	P	Larimer	State Treasurer	Walker Stapleton	Republican Party	"22,269"
Colorado	2014	P	Las Animas	State Treasurer	Walker Stapleton	Republican Party	695
Colorado	2014	P	Lincoln	State Treasurer	Walker Stapleton	Republican Party	726
Colorado	2014	P	Logan	State Treasurer	Walker Stapleton	Republican Party	"2,019"
Colorado	2014	P	Mesa	State Treasurer	Walker Stapleton	Republican Party	"12,967"
Colorado	2014	P	Mineral	State Treasurer	Walker Stapleton	Republican Party	86
Colorado	2014	P	Moffat	State Treasurer	Walker Stapleton	Republican Party	"1,522"
Colorado	2014	P	Montezuma	State Treasurer	Walker Stapleton	Republican Party	"2,917"
Colorado	2014	P	Montrose	State Treasurer	Walker Stapleton	Republican Party	"3,987"
Colorado	2014	P	Morgan	State Treasurer	Walker Stapleton	Republican Party	"2,418"
Colorado	2014	P	Otero	State Treasurer	Walker Stapleton	Republican Party	"1,466"
Colorado	2014	P	Ouray	State Treasurer	Walker Stapleton	Republican Party	434
Colorado	2014	P	Park	State Treasurer	Walker Stapleton	Republican Party	"1,960"
Colorado	2014	P	Phillips	State Treasurer	Walker Stapleton	Republican Party	544
Colorado	2014	P	Pitkin	State Treasurer	Walker Stapleton	Republican Party	431
Colorado	2014	P	Prowers	State Treasurer	Walker Stapleton	Republican Party	"1,214"
Colorado	2014	P	Pueblo	State Treasurer	Walker Stapleton	Republican Party	"8,224"
Colorado	2014	P	Rio Blanco	State Treasurer	Walker Stapleton	Republican Party	"1,087"
Colorado	2014	P	Rio Grande	State Treasurer	Walker Stapleton	Republican Party	"1,168"
Colorado	2014	P	Routt	State Treasurer	Walker Stapleton	Republican Party	"1,213"
Colorado	2014	P	Saguache	State Treasurer	Walker Stapleton	Republican Party	302
Colorado	2014	P	San Juan	State Treasurer	Walker Stapleton	Republican Party	22
Colorado	2014	P	San Miguel	State Treasurer	Walker Stapleton	Republican Party	169
Colorado	2014	P	Sedgwick	State Treasurer	Walker Stapleton	Republican Party	433
Colorado	2014	P	Summit	State Treasurer	Walker Stapleton	Republican Party	"1,001"
Colorado	2014	P	Teller	State Treasurer	Walker Stapleton	Republican Party	"2,844"
Colorado	2014	P	Washington	State Treasurer	Walker Stapleton	Republican Party	"1,181"
Colorado	2014	P	Weld	State Treasurer	Walker Stapleton	Republican Party	"19,055"
Colorado	2014	P	Yuma	State Treasurer	Walker Stapleton	Republican Party	"1,534"
Colorado	2014	P	Arapahoe	United States Representative - District 1	Diana DeGette	Democratic Party	"2,125"
Colorado	2014	P	Denver	United States Representative - District 1	Diana DeGette	Democratic Party	"38,899"
Colorado	2014	P	Jefferson	United States Representative - District 1	Diana DeGette	Democratic Party	"2,490"
Colorado	2014	P	Arapahoe	United States Representative - District 1	Kathleen Cunningham	Republican Party	0
Colorado	2014	P	Denver	United States Representative - District 1	Kathleen Cunningham	Republican Party	1
Colorado	2014	P	Jefferson	United States Representative - District 1	Kathleen Cunningham	Republican Party	0
Colorado	2014	P	Arapahoe	United States Representative - District 1	Martin Walsh	Republican Party	"2,276"
Colorado	2014	P	Denver	United States Representative - District 1	Martin Walsh	Republican Party	"13,392"
Colorado	2014	P	Jefferson	United States Representative - District 1	Martin Walsh	Republican Party	"5,851"
Colorado	2014	P	Boulder	United States Representative - District 2	Jared Polis	Democratic Party	"16,051"
Colorado	2014	P	Broomfield	United States Representative - District 2	Jared Polis	Democratic Party	"2,685"
Colorado	2014	P	Clear Creek	United States Representative - District 2	Jared Polis	Democratic Party	536
Colorado	2014	P	Eagle	United States Representative - District 2	Jared Polis	Democratic Party	350
Colorado	2014	P	Gilpin	United States Representative - District 2	Jared Polis	Democratic Party	266
Colorado	2014	P	Grand	United States Representative - District 2	Jared Polis	Democratic Party	480
Colorado	2014	P	Jefferson	United States Representative - District 2	Jared Polis	Democratic Party	"3,458"
Colorado	2014	P	Larimer	United States Representative - District 2	Jared Polis	Democratic Party	"12,741"
Colorado	2014	P	Park	United States Representative - District 2	Jared Polis	Democratic Party	264
Colorado	2014	P	Summit	United States Representative - District 2	Jared Polis	Democratic Party	928
Colorado	2014	P	Boulder	United States Representative - District 2	George Leing	Republican Party	"6,441"
Colorado	2014	P	Broomfield	United States Representative - District 2	George Leing	Republican Party	"4,009"
Colorado	2014	P	Clear Creek	United States Representative - District 2	George Leing	Republican Party	610
Colorado	2014	P	Eagle	United States Representative - District 2	George Leing	Republican Party	271
Colorado	2014	P	Gilpin	United States Representative - District 2	George Leing	Republican Party	418
Colorado	2014	P	Grand	United States Representative - District 2	George Leing	Republican Party	"1,365"
Colorado	2014	P	Jefferson	United States Representative - District 2	George Leing	Republican Party	"6,811"
Colorado	2014	P	Larimer	United States Representative - District 2	George Leing	Republican Party	"21,688"
Colorado	2014	P	Park	United States Representative - District 2	George Leing	Republican Party	923
Colorado	2014	P	Summit	United States Representative - District 2	George Leing	Republican Party	945
Colorado	2014	P	Alamosa	United States Representative - District 3	Abel J. Tapia	Democratic Party	685
Colorado	2014	P	Archuleta	United States Representative - District 3	Abel J. Tapia	Democratic Party	444
Colorado	2014	P	Conejos	United States Representative - District 3	Abel J. Tapia	Democratic Party	732
Colorado	2014	P	Costilla	United States Representative - District 3	Abel J. Tapia	Democratic Party	737
Colorado	2014	P	Custer	United States Representative - District 3	Abel J. Tapia	Democratic Party	169
Colorado	2014	P	Delta	United States Representative - District 3	Abel J. Tapia	Democratic Party	822
Colorado	2014	P	Dolores	United States Representative - District 3	Abel J. Tapia	Democratic Party	76
Colorado	2014	P	Eagle	United States Representative - District 3	Abel J. Tapia	Democratic Party	937
Colorado	2014	P	Garfield	United States Representative - District 3	Abel J. Tapia	Democratic Party	"1,273"
Colorado	2014	P	Gunnison	United States Representative - District 3	Abel J. Tapia	Democratic Party	607
Colorado	2014	P	Hinsdale	United States Representative - District 3	Abel J. Tapia	Democratic Party	25
Colorado	2014	P	Huerfano	United States Representative - District 3	Abel J. Tapia	Democratic Party	826
Colorado	2014	P	Jackson	United States Representative - District 3	Abel J. Tapia	Democratic Party	36
Colorado	2014	P	La Plata	United States Representative - District 3	Abel J. Tapia	Democratic Party	"1,968"
Colorado	2014	P	Lake	United States Representative - District 3	Abel J. Tapia	Democratic Party	429
Colorado	2014	P	Mesa	United States Representative - District 3	Abel J. Tapia	Democratic Party	"4,236"
Colorado	2014	P	Mineral	United States Representative - District 3	Abel J. Tapia	Democratic Party	83
Colorado	2014	P	Moffat	United States Representative - District 3	Abel J. Tapia	Democratic Party	201
Colorado	2014	P	Montezuma	United States Representative - District 3	Abel J. Tapia	Democratic Party	786
Colorado	2014	P	Montrose	United States Representative - District 3	Abel J. Tapia	Democratic Party	"1,089"
Colorado	2014	P	Ouray	United States Representative - District 3	Abel J. Tapia	Democratic Party	264
Colorado	2014	P	Pitkin	United States Representative - District 3	Abel J. Tapia	Democratic Party	659
Colorado	2014	P	Pueblo	United States Representative - District 3	Abel J. Tapia	Democratic Party	"10,680"
Colorado	2014	P	Rio Blanco	United States Representative - District 3	Abel J. Tapia	Democratic Party	88
Colorado	2014	P	Rio Grande	United States Representative - District 3	Abel J. Tapia	Democratic Party	639
Colorado	2014	P	Routt	United States Representative - District 3	Abel J. Tapia	Democratic Party	698
Colorado	2014	P	Saguache	United States Representative - District 3	Abel J. Tapia	Democratic Party	440
Colorado	2014	P	San Juan	United States Representative - District 3	Abel J. Tapia	Democratic Party	36
Colorado	2014	P	San Miguel	United States Representative - District 3	Abel J. Tapia	Democratic Party	266
Colorado	2014	P	Alamosa	United States Representative - District 3	David Cox	Republican Party	161
Colorado	2014	P	Archuleta	United States Representative - District 3	David Cox	Republican Party	427
Colorado	2014	P	Conejos	United States Representative - District 3	David Cox	Republican Party	104
Colorado	2014	P	Costilla	United States Representative - District 3	David Cox	Republican Party	26
Colorado	2014	P	Custer	United States Representative - District 3	David Cox	Republican Party	513
Colorado	2014	P	Delta	United States Representative - District 3	David Cox	Republican Party	"1,034"
Colorado	2014	P	Dolores	United States Representative - District 3	David Cox	Republican Party	99
Colorado	2014	P	Eagle	United States Representative - District 3	David Cox	Republican Party	400
Colorado	2014	P	Garfield	United States Representative - District 3	David Cox	Republican Party	645
Colorado	2014	P	Gunnison	United States Representative - District 3	David Cox	Republican Party	193
Colorado	2014	P	Hinsdale	United States Representative - District 3	David Cox	Republican Party	30
Colorado	2014	P	Huerfano	United States Representative - District 3	David Cox	Republican Party	101
Colorado	2014	P	Jackson	United States Representative - District 3	David Cox	Republican Party	58
Colorado	2014	P	La Plata	United States Representative - District 3	David Cox	Republican Party	683
Colorado	2014	P	Lake	United States Representative - District 3	David Cox	Republican Party	64
Colorado	2014	P	Mesa	United States Representative - District 3	David Cox	Republican Party	"4,642"
Colorado	2014	P	Mineral	United States Representative - District 3	David Cox	Republican Party	18
Colorado	2014	P	Moffat	United States Representative - District 3	David Cox	Republican Party	455
Colorado	2014	P	Montezuma	United States Representative - District 3	David Cox	Republican Party	"1,021"
Colorado	2014	P	Montrose	United States Representative - District 3	David Cox	Republican Party	"1,367"
Colorado	2014	P	Ouray	United States Representative - District 3	David Cox	Republican Party	108
Colorado	2014	P	Pitkin	United States Representative - District 3	David Cox	Republican Party	94
Colorado	2014	P	Pueblo	United States Representative - District 3	David Cox	Republican Party	"2,342"
Colorado	2014	P	Rio Blanco	United States Representative - District 3	David Cox	Republican Party	430
Colorado	2014	P	Rio Grande	United States Representative - District 3	David Cox	Republican Party	283
Colorado	2014	P	Routt	United States Representative - District 3	David Cox	Republican Party	324
Colorado	2014	P	Saguache	United States Representative - District 3	David Cox	Republican Party	91
Colorado	2014	P	San Juan	United States Representative - District 3	David Cox	Republican Party	8
Colorado	2014	P	San Miguel	United States Representative - District 3	David Cox	Republican Party	52
Colorado	2014	P	Alamosa	United States Representative - District 3	Scott R. Tipton	Republican Party	733
Colorado	2014	P	Archuleta	United States Representative - District 3	Scott R. Tipton	Republican Party	"1,488"
Colorado	2014	P	Conejos	United States Representative - District 3	Scott R. Tipton	Republican Party	493
Colorado	2014	P	Costilla	United States Representative - District 3	Scott R. Tipton	Republican Party	105
Colorado	2014	P	Custer	United States Representative - District 3	Scott R. Tipton	Republican Party	860
Colorado	2014	P	Delta	United States Representative - District 3	Scott R. Tipton	Republican Party	"2,769"
Colorado	2014	P	Dolores	United States Representative - District 3	Scott R. Tipton	Republican Party	152
Colorado	2014	P	Eagle	United States Representative - District 3	Scott R. Tipton	Republican Party	"1,261"
Colorado	2014	P	Garfield	United States Representative - District 3	Scott R. Tipton	Republican Party	"2,491"
Colorado	2014	P	Gunnison	United States Representative - District 3	Scott R. Tipton	Republican Party	608
Colorado	2014	P	Hinsdale	United States Representative - District 3	Scott R. Tipton	Republican Party	162
Colorado	2014	P	Huerfano	United States Representative - District 3	Scott R. Tipton	Republican Party	443
Colorado	2014	P	Jackson	United States Representative - District 3	Scott R. Tipton	Republican Party	355
Colorado	2014	P	La Plata	United States Representative - District 3	Scott R. Tipton	Republican Party	"2,670"
Colorado	2014	P	Lake	United States Representative - District 3	Scott R. Tipton	Republican Party	200
Colorado	2014	P	Mesa	United States Representative - District 3	Scott R. Tipton	Republican Party	"11,655"
Colorado	2014	P	Mineral	United States Representative - District 3	Scott R. Tipton	Republican Party	85
Colorado	2014	P	Moffat	United States Representative - District 3	Scott R. Tipton	Republican Party	"1,525"
Colorado	2014	P	Montezuma	United States Representative - District 3	Scott R. Tipton	Republican Party	"2,792"
Colorado	2014	P	Montrose	United States Representative - District 3	Scott R. Tipton	Republican Party	"3,807"
Colorado	2014	P	Ouray	United States Representative - District 3	Scott R. Tipton	Republican Party	450
Colorado	2014	P	Pitkin	United States Representative - District 3	Scott R. Tipton	Republican Party	406
Colorado	2014	P	Pueblo	United States Representative - District 3	Scott R. Tipton	Republican Party	"6,877"
Colorado	2014	P	Rio Blanco	United States Representative - District 3	Scott R. Tipton	Republican Party	"1,034"
Colorado	2014	P	Rio Grande	United States Representative - District 3	Scott R. Tipton	Republican Party	"1,076"
Colorado	2014	P	Routt	United States Representative - District 3	Scott R. Tipton	Republican Party	"1,181"
Colorado	2014	P	Saguache	United States Representative - District 3	Scott R. Tipton	Republican Party	286
Colorado	2014	P	San Juan	United States Representative - District 3	Scott R. Tipton	Republican Party	28
Colorado	2014	P	San Miguel	United States Representative - District 3	Scott R. Tipton	Republican Party	185
Colorado	2014	P	Adams	United States Representative - District 4	Dan Chapin	Democratic Party	0
Colorado	2014	P	Arapahoe	United States Representative - District 4	Dan Chapin	Democratic Party	0
Colorado	2014	P	Baca	United States Representative - District 4	Dan Chapin	Democratic Party	0
Colorado	2014	P	Bent	United States Representative - District 4	Dan Chapin	Democratic Party	0
Colorado	2014	P	Boulder	United States Representative - District 4	Dan Chapin	Democratic Party	9
Colorado	2014	P	Cheyenne	United States Representative - District 4	Dan Chapin	Democratic Party	0
Colorado	2014	P	Crowley	United States Representative - District 4	Dan Chapin	Democratic Party	0
Colorado	2014	P	Douglas	United States Representative - District 4	Dan Chapin	Democratic Party	7
Colorado	2014	P	Elbert	United States Representative - District 4	Dan Chapin	Democratic Party	1
Colorado	2014	P	Kiowa	United States Representative - District 4	Dan Chapin	Democratic Party	0
Colorado	2014	P	Kit Carson	United States Representative - District 4	Dan Chapin	Democratic Party	0
Colorado	2014	P	Las Animas	United States Representative - District 4	Dan Chapin	Democratic Party	1
Colorado	2014	P	Lincoln	United States Representative - District 4	Dan Chapin	Democratic Party	0
Colorado	2014	P	Logan	United States Representative - District 4	Dan Chapin	Democratic Party	0
Colorado	2014	P	Morgan	United States Representative - District 4	Dan Chapin	Democratic Party	0
Colorado	2014	P	Otero	United States Representative - District 4	Dan Chapin	Democratic Party	0
Colorado	2014	P	Phillips	United States Representative - District 4	Dan Chapin	Democratic Party	0
Colorado	2014	P	Prowers	United States Representative - District 4	Dan Chapin	Democratic Party	0
Colorado	2014	P	Sedgwick	United States Representative - District 4	Dan Chapin	Democratic Party	0
Colorado	2014	P	Washington	United States Representative - District 4	Dan Chapin	Democratic Party	0
Colorado	2014	P	Weld	United States Representative - District 4	Dan Chapin	Democratic Party	11
Colorado	2014	P	Yuma	United States Representative - District 4	Dan Chapin	Democratic Party	0
Colorado	2014	P	Adams	United States Representative - District 4	Vic Meyers	Democratic Party	138
Colorado	2014	P	Arapahoe	United States Representative - District 4	Vic Meyers	Democratic Party	166
Colorado	2014	P	Baca	United States Representative - District 4	Vic Meyers	Democratic Party	205
Colorado	2014	P	Bent	United States Representative - District 4	Vic Meyers	Democratic Party	231
Colorado	2014	P	Boulder	United States Representative - District 4	Vic Meyers	Democratic Party	"4,560"
Colorado	2014	P	Cheyenne	United States Representative - District 4	Vic Meyers	Democratic Party	37
Colorado	2014	P	Crowley	United States Representative - District 4	Vic Meyers	Democratic Party	126
Colorado	2014	P	Douglas	United States Representative - District 4	Vic Meyers	Democratic Party	"4,822"
Colorado	2014	P	Elbert	United States Representative - District 4	Vic Meyers	Democratic Party	482
Colorado	2014	P	Kiowa	United States Representative - District 4	Vic Meyers	Democratic Party	40
Colorado	2014	P	Kit Carson	United States Representative - District 4	Vic Meyers	Democratic Party	169
Colorado	2014	P	Las Animas	United States Representative - District 4	Vic Meyers	Democratic Party	981
