office,district,party,county,candidate,votes,winner
Attorney General,,Democratic Party,LARIMER,Joe Salazar,20609,
Attorney General,,Democratic Party,LAS ANIMAS,Joe Salazar,1194,
Attorney General,,Democratic Party,LINCOLN,Joe Salazar,90,
Attorney General,,Democratic Party,LOGAN,Joe Salazar,520,
Attorney General,,Democratic Party,MESA,Joe Salazar,5707,
Attorney General,,Democratic Party,MINERAL,Joe Salazar,97,
Attorney General,,Democratic Party,MOFFAT,Joe Salazar,211,
Attorney General,,Democratic Party,MONTEZUMA,Joe Salazar,1130,
Attorney General,,Democratic Party,MONTROSE,Joe Salazar,1479,
Attorney General,,Democratic Party,MORGAN,Joe Salazar,772,
Attorney General,,Democratic Party,OTERO,Joe Salazar,1100,
Attorney General,,Democratic Party,OURAY,Joe Salazar,433,
Attorney General,,Democratic Party,PARK,Joe Salazar,706,
Attorney General,,Democratic Party,PHILLIPS,Joe Salazar,93,
Attorney General,,Democratic Party,PITKIN,Joe Salazar,1045,
Attorney General,,Democratic Party,PROWERS,Joe Salazar,315,
Attorney General,,Democratic Party,PUEBLO,Joe Salazar,11179,
Attorney General,,Democratic Party,RIO BLANCO,Joe Salazar,87,
Attorney General,,Democratic Party,RIO GRANDE,Joe Salazar,573,
Attorney General,,Democratic Party,ROUTT,Joe Salazar,1425,
Attorney General,,Democratic Party,SAGUACHE,Joe Salazar,512,
Attorney General,,Democratic Party,SAN JUAN,Joe Salazar,49,
Attorney General,,Democratic Party,SAN MIGUEL,Joe Salazar,690,
Attorney General,,Democratic Party,SEDGWICK,Joe Salazar,68,
Attorney General,,Democratic Party,SUMMIT,Joe Salazar,1691,
Attorney General,,Democratic Party,TELLER,Joe Salazar,841,
Attorney General,,Democratic Party,WASHINGTON,Joe Salazar,71,
Attorney General,,Democratic Party,WELD,Joe Salazar,9567,
Attorney General,,Democratic Party,YUMA,Joe Salazar,230,
Attorney General,,Republican Party,ADAMS,George Brauchler,22873,
Attorney General,,Republican Party,ALAMOSA,George Brauchler,1250,
Attorney General,,Republican Party,ARAPAHOE,George Brauchler,42724,
Attorney General,,Republican Party,ARCHULETA,George Brauchler,1570,
Attorney General,,Republican Party,BACA,George Brauchler,889,
Attorney General,,Republican Party,BENT,George Brauchler,466,
Attorney General,,Republican Party,BOULDER,George Brauchler,13231,
Attorney General,,Republican Party,BROOMFIELD,George Brauchler,5248,
Attorney General,,Republican Party,CHAFFEE,George Brauchler,1986,
Attorney General,,Republican Party,CHEYENNE,George Brauchler,471,
Attorney General,,Republican Party,CLEAR CREEK,George Brauchler,790,
Attorney General,,Republican Party,CONEJOS,George Brauchler,931,
Attorney General,,Republican Party,COSTILLA,George Brauchler,154,
Attorney General,,Republican Party,CROWLEY,George Brauchler,504,
Attorney General,,Republican Party,CUSTER,George Brauchler,1020,
Attorney General,,Republican Party,DELTA,George Brauchler,4033,
Attorney General,,Republican Party,DENVER,George Brauchler,20083,
Attorney General,,Republican Party,DOLORES,George Brauchler,432,
Attorney General,,Republican Party,DOUGLAS,George Brauchler,35130,
Attorney General,,Republican Party,EAGLE,George Brauchler,2014,
Attorney General,,Republican Party,EL PASO,George Brauchler,72399,
Attorney General,,Republican Party,ELBERT,George Brauchler,5384,
Attorney General,,Republican Party,FREMONT,George Brauchler,6595,
Attorney General,,Republican Party,GARFIELD,George Brauchler,3770,
Attorney General,,Republican Party,GILPIN,George Brauchler,472,
Attorney General,,Republican Party,GRAND,George Brauchler,1348,
Attorney General,,Republican Party,GUNNISON,George Brauchler,877,
Attorney General,,Republican Party,HINSDALE,George Brauchler,160,
Attorney General,,Republican Party,HUERFANO,George Brauchler,614,
Attorney General,,Republican Party,JACKSON,George Brauchler,302,
Attorney General,,Republican Party,JEFFERSON,George Brauchler,48225,
Attorney General,,Republican Party,KIOWA,George Brauchler,295,
Attorney General,,Republican Party,KIT CARSON,George Brauchler,1071,
Attorney General,,Republican Party,LA PLATA,George Brauchler,3397,
Attorney General,,Republican Party,LAKE,George Brauchler,238,
Attorney General,,Republican Party,LARIMER,George Brauchler,26924,
Attorney General,,Republican Party,LAS ANIMAS,George Brauchler,1061,
Attorney General,,Republican Party,LINCOLN,George Brauchler,817,
Attorney General,,Republican Party,LOGAN,George Brauchler,3533,
Attorney General,,Republican Party,MESA,George Brauchler,17638,
Attorney General,,Republican Party,MINERAL,George Brauchler,119,
Attorney General,,Republican Party,MOFFAT,George Brauchler,2146,
Attorney General,,Republican Party,MONTEZUMA,George Brauchler,2436,
Attorney General,,Republican Party,MONTROSE,George Brauchler,5607,
Attorney General,,Republican Party,MORGAN,George Brauchler,3032,
Attorney General,,Republican Party,OTERO,George Brauchler,2115,
Attorney General,,Republican Party,OURAY,George Brauchler,549,
Attorney General,,Republican Party,PARK,George Brauchler,2864,
Attorney General,,Republican Party,PHILLIPS,George Brauchler,913,
Attorney General,,Republican Party,PITKIN,George Brauchler,537,
Attorney General,,Republican Party,PROWERS,George Brauchler,1416,
Attorney General,,Republican Party,PUEBLO,George Brauchler,9948,
Attorney General,,Republican Party,RIO BLANCO,George Brauchler,1029,
Attorney General,,Republican Party,RIO GRANDE,George Brauchler,1449,
Attorney General,,Republican Party,ROUTT,George Brauchler,1485,
Attorney General,,Republican Party,SAGUACHE,George Brauchler,374,
Attorney General,,Republican Party,SAN JUAN,George Brauchler,38,
Attorney General,,Republican Party,SAN MIGUEL,George Brauchler,233,
Attorney General,,Republican Party,SEDGWICK,George Brauchler,399,
Attorney General,,Republican Party,SUMMIT,George Brauchler,1295,
Attorney General,,Republican Party,TELLER,George Brauchler,3654,
Attorney General,,Republican Party,WASHINGTON,George Brauchler,1199,
Attorney General,,Republican Party,WELD,George Brauchler,22932,
Attorney General,,Republican Party,YUMA,George Brauchler,2025,
Director of State Board of Education - District 2,,Democratic Party,BOULDER,Angelika Schroeder,37321,
Director of State Board of Education - District 2,,Democratic Party,BROOMFIELD,Angelika Schroeder,8538,
Director of State Board of Education - District 2,,Democratic Party,CLEAR CREEK,Angelika Schroeder,1165,
Director of State Board of Education - District 2,,Democratic Party,EAGLE,Angelika Schroeder,1008,
Director of State Board of Education - District 2,,Democratic Party,GILPIN,Angelika Schroeder,710,
Director of State Board of Education - District 2,,Democratic Party,GRAND,Angelika Schroeder,1145,
Director of State Board of Education - District 2,,Democratic Party,JEFFERSON,Angelika Schroeder,9418,
Director of State Board of Education - District 2,,Democratic Party,LARIMER,Angelika Schroeder,34461,
Director of State Board of Education - District 2,,Democratic Party,PARK,Angelika Schroeder,622,
Director of State Board of Education - District 2,,Democratic Party,SUMMIT,Angelika Schroeder,2744,
Director of State Board of Education - District 2,,Republican Party,BOULDER,Johnny Barrett,7196,
Director of State Board of Education - District 2,,Republican Party,BROOMFIELD,Johnny Barrett,5135,
Director of State Board of Education - District 2,,Republican Party,CLEAR CREEK,Johnny Barrett,746,
Director of State Board of Education - District 2,,Republican Party,EAGLE,Johnny Barrett,348,
Director of State Board of Education - District 2,,Republican Party,GILPIN,Johnny Barrett,457,
Director of State Board of Education - District 2,,Republican Party,GRAND,Johnny Barrett,1313,
Director of State Board of Education - District 2,,Republican Party,JEFFERSON,Johnny Barrett,7892,
Director of State Board of Education - District 2,,Republican Party,LARIMER,Johnny Barrett,26265,
Director of State Board of Education - District 2,,Republican Party,PARK,Johnny Barrett,1394,
Director of State Board of Education - District 2,,Republican Party,SUMMIT,Johnny Barrett,1268,
Director of State Board of Education - District 4,,Democratic Party,ADAMS,Tim Krug,363,
Director of State Board of Education - District 4,,Democratic Party,ARAPAHOE,Tim Krug,348,
Director of State Board of Education - District 4,,Democratic Party,BACA,Tim Krug,192,
Director of State Board of Education - District 4,,Democratic Party,BENT,Tim Krug,326,
Director of State Board of Education - District 4,,Democratic Party,BOULDER,Tim Krug,11187,
Director of State Board of Education - District 4,,Democratic Party,CHEYENNE,Tim Krug,49,
Director of State Board of Education - District 4,,Democratic Party,CROWLEY,Tim Krug,192,
Director of State Board of Education - District 4,,Democratic Party,DOUGLAS,Tim Krug,14132,
Director of State Board of Education - District 4,,Democratic Party,ELBERT,Tim Krug,1180,
Director of State Board of Education - District 4,,Democratic Party,KIOWA,Tim Krug,53,
Director of State Board of Education - District 4,,Democratic Party,KIT CARSON,Tim Krug,202,
Director of State Board of Education - District 4,,Democratic Party,LAS ANIMAS,Tim Krug,1653,
Director of State Board of Education - District 4,,Democratic Party,LINCOLN,Tim Krug,149,
Director of State Board of Education - District 4,,Democratic Party,LOGAN,Tim Krug,800,
Director of State Board of Education - District 4,,Democratic Party,MORGAN,Tim Krug,1102,
Director of State Board of Education - District 4,,Democratic Party,OTERO,Tim Krug,1357,
Director of State Board of Education - District 4,,Democratic Party,PHILLIPS,Tim Krug,144,
Director of State Board of Education - District 4,,Democratic Party,PROWERS,Tim Krug,474,
Director of State Board of Education - District 4,,Democratic Party,SEDGWICK,Tim Krug,110,
Director of State Board of Education - District 4,,Democratic Party,WASHINGTON,Tim Krug,106,
Director of State Board of Education - District 4,,Democratic Party,WELD,Tim Krug,14818,
Director of State Board of Education - District 4,,Democratic Party,YUMA,Tim Krug,323,
Director of State Board of Education - District 4,,Republican Party,ADAMS,Debora L. Scheffel,981,
Director of State Board of Education - District 4,,Republican Party,ARAPAHOE,Debora L. Scheffel,1101,
Director of State Board of Education - District 4,,Republican Party,BACA,Debora L. Scheffel,861,
Director of State Board of Education - District 4,,Republican Party,BENT,Debora L. Scheffel,444,
Director of State Board of Education - District 4,,Republican Party,BOULDER,Debora L. Scheffel,5683,
Director of State Board of Education - District 4,,Republican Party,CHEYENNE,Debora L. Scheffel,456,
Director of State Board of Education - District 4,,Republican Party,CROWLEY,Debora L. Scheffel,491,
Director of State Board of Education - District 4,,Republican Party,DOUGLAS,Debora L. Scheffel,23420,
Director of State Board of Education - District 4,,Republican Party,ELBERT,Debora L. Scheffel,5119,
Director of State Board of Education - District 4,,Republican Party,KIOWA,Debora L. Scheffel,290,
Director of State Board of Education - District 4,,Republican Party,KIT CARSON,Debora L. Scheffel,1013,
Director of State Board of Education - District 4,,Republican Party,LAS ANIMAS,Debora L. Scheffel,1038,
Director of State Board of Education - District 4,,Republican Party,LINCOLN,Debora L. Scheffel,752,
Director of State Board of Education - District 4,,Republican Party,LOGAN,Debora L. Scheffel,3443,
Director of State Board of Education - District 4,,Republican Party,MORGAN,Debora L. Scheffel,2967,
Director of State Board of Education - District 4,,Republican Party,OTERO,Debora L. Scheffel,2058,
Director of State Board of Education - District 4,,Republican Party,PHILLIPS,Debora L. Scheffel,893,
Director of State Board of Education - District 4,,Republican Party,PROWERS,Debora L. Scheffel,1379,
Director of State Board of Education - District 4,,Republican Party,SEDGWICK,Debora L. Scheffel,373,
Director of State Board of Education - District 4,,Republican Party,WASHINGTON,Debora L. Scheffel,1167,
Director of State Board of Education - District 4,,Republican Party,WELD,Debora L. Scheffel,22209,
Director of State Board of Education - District 4,,Republican Party,YUMA,Debora L. Scheffel,1963,
Regent of the University of Colorado - At-large,,Democratic Party,ADAMS,Lesley Smith,33930,
Regent of the University of Colorado - At-large,,Democratic Party,ALAMOSA,Lesley Smith,1262,
Regent of the University of Colorado - At-large,,Democratic Party,ARAPAHOE,Lesley Smith,55326,
Regent of the University of Colorado - At-large,,Democratic Party,ARCHULETA,Lesley Smith,881,
Regent of the University of Colorado - At-large,,Democratic Party,BACA,Lesley Smith,196,
Regent of the University of Colorado - At-large,,Democratic Party,BENT,Lesley Smith,338,
Regent of the University of Colorado - At-large,,Democratic Party,BOULDER,Lesley Smith,48614,
Regent of the University of Colorado - At-large,,Democratic Party,BROOMFIELD,Lesley Smith,8550,
Regent of the University of Colorado - At-large,,Democratic Party,CHAFFEE,Lesley Smith,2085,
Regent of the University of Colorado - At-large,,Democratic Party,CHEYENNE,Lesley Smith,49,
Regent of the University of Colorado - At-large,,Democratic Party,CLEAR CREEK,Lesley Smith,1163,
Regent of the University of Colorado - At-large,,Democratic Party,CONEJOS,Lesley Smith,839,
Regent of the University of Colorado - At-large,,Democratic Party,COSTILLA,Lesley Smith,808,
Regent of the University of Colorado - At-large,,Democratic Party,CROWLEY,Lesley Smith,188,
Regent of the University of Colorado - At-large,,Democratic Party,CUSTER,Lesley Smith,336,
Regent of the University of Colorado - At-large,,Democratic Party,DELTA,Lesley Smith,1855,
Regent of the University of Colorado - At-large,,Democratic Party,DENVER,Lesley Smith,98217,
Regent of the University of Colorado - At-large,,Democratic Party,DOLORES,Lesley Smith,114,
Regent of the University of Colorado - At-large,,Democratic Party,DOUGLAS,Lesley Smith,22500,
Regent of the University of Colorado - At-large,,Democratic Party,EAGLE,Lesley Smith,3808,
Regent of the University of Colorado - At-large,,Democratic Party,EL PASO,Lesley Smith,40077,
Regent of the University of Colorado - At-large,,Democratic Party,ELBERT,Lesley Smith,1184,
Regent of the University of Colorado - At-large,,Democratic Party,FREMONT,Lesley Smith,2417,
Regent of the University of Colorado - At-large,,Democratic Party,GARFIELD,Lesley Smith,3726,
Regent of the University of Colorado - At-large,,Democratic Party,GILPIN,Lesley Smith,708,
Regent of the University of Colorado - At-large,,Democratic Party,GRAND,Lesley Smith,1133,
Regent of the University of Colorado - At-large,,Democratic Party,GUNNISON,Lesley Smith,1480,
Regent of the University of Colorado - At-large,,Democratic Party,HINSDALE,Lesley Smith,43,
Regent of the University of Colorado - At-large,,Democratic Party,HUERFANO,Lesley Smith,948,
Regent of the University of Colorado - At-large,,Democratic Party,JACKSON,Lesley Smith,50,
Regent of the University of Colorado - At-large,,Democratic Party,JEFFERSON,Lesley Smith,63547,
Regent of the University of Colorado - At-large,,Democratic Party,KIOWA,Lesley Smith,54,
Regent of the University of Colorado - At-large,,Democratic Party,KIT CARSON,Lesley Smith,206,
Regent of the University of Colorado - At-large,,Democratic Party,LA PLATA,Lesley Smith,4674,
Regent of the University of Colorado - At-large,,Democratic Party,LAKE,Lesley Smith,607,
Regent of the University of Colorado - At-large,,Democratic Party,LARIMER,Lesley Smith,34235,
Regent of the University of Colorado - At-large,,Democratic Party,LAS ANIMAS,Lesley Smith,1679,
Regent of the University of Colorado - At-large,,Democratic Party,LINCOLN,Lesley Smith,151,
Regent of the University of Colorado - At-large,,Democratic Party,LOGAN,Lesley Smith,794,
Regent of the University of Colorado - At-large,,Democratic Party,MESA,Lesley Smith,8869,
Regent of the University of Colorado - At-large,,Democratic Party,MINERAL,Lesley Smith,159,
Regent of the University of Colorado - At-large,,Democratic Party,MOFFAT,Lesley Smith,316,
Regent of the University of Colorado - At-large,,Democratic Party,MONTEZUMA,Lesley Smith,1606,
Regent of the University of Colorado - At-large,,Democratic Party,MONTROSE,Lesley Smith,2081,
Regent of the University of Colorado - At-large,,Democratic Party,MORGAN,Lesley Smith,1116,
Regent of the University of Colorado - At-large,,Democratic Party,OTERO,Lesley Smith,1378,
Regent of the University of Colorado - At-large,,Democratic Party,OURAY,Lesley Smith,627,
Regent of the University of Colorado - At-large,,Democratic Party,PARK,Lesley Smith,1211,
Regent of the University of Colorado - At-large,,Democratic Party,PHILLIPS,Lesley Smith,145,
Regent of the University of Colorado - At-large,,Democratic Party,PITKIN,Lesley Smith,2084,
Regent of the University of Colorado - At-large,,Democratic Party,PROWERS,Lesley Smith,474,
Regent of the University of Colorado - At-large,,Democratic Party,PUEBLO,Lesley Smith,16146,
Regent of the University of Colorado - At-large,,Democratic Party,RIO BLANCO,Lesley Smith,133,
Regent of the University of Colorado - At-large,,Democratic Party,RIO GRANDE,Lesley Smith,746,
Regent of the University of Colorado - At-large,,Democratic Party,ROUTT,Lesley Smith,2194,
Regent of the University of Colorado - At-large,,Democratic Party,SAGUACHE,Lesley Smith,576,
Regent of the University of Colorado - At-large,,Democratic Party,SAN JUAN,Lesley Smith,75,
Regent of the University of Colorado - At-large,,Democratic Party,SAN MIGUEL,Lesley Smith,969,
Regent of the University of Colorado - At-large,,Democratic Party,SEDGWICK,Lesley Smith,113,
Regent of the University of Colorado - At-large,,Democratic Party,SUMMIT,Lesley Smith,2739,
Regent of the University of Colorado - At-large,,Democratic Party,TELLER,Lesley Smith,1457,
Regent of the University of Colorado - At-large,,Democratic Party,WASHINGTON,Lesley Smith,105,
Regent of the University of Colorado - At-large,,Democratic Party,WELD,Lesley Smith,14843,
Regent of the University of Colorado - At-large,,Democratic Party,YUMA,Lesley Smith,330,
Regent of the University of Colorado - At-large,,Republican Party,ADAMS,Ken Montera,22099,
Regent of the University of Colorado - At-large,,Republican Party,ALAMOSA,Ken Montera,1207,
Regent of the University of Colorado - At-large,,Republican Party,ARAPAHOE,Ken Montera,40519,
Regent of the University of Colorado - At-large,,Republican Party,ARCHULETA,Ken Montera,1474,
Regent of the University of Colorado - At-large,,Republican Party,BACA,Ken Montera,848,
Regent of the University of Colorado - At-large,,Republican Party,BENT,Ken Montera,438,
Regent of the University of Colorado - At-large,,Republican Party,BOULDER,Ken Montera,12927,
Regent of the University of Colorado - At-large,,Republican Party,BROOMFIELD,Ken Montera,5143,
Regent of the University of Colorado - At-large,,Republican Party,CHAFFEE,Ken Montera,1899,
Regent of the University of Colorado - At-large,,Republican Party,CHEYENNE,Ken Montera,451,
Regent of the University of Colorado - At-large,,Republican Party,CLEAR CREEK,Ken Montera,747,
Regent of the University of Colorado - At-large,,Republican Party,CONEJOS,Ken Montera,911,
Regent of the University of Colorado - At-large,,Republican Party,COSTILLA,Ken Montera,147,
Regent of the University of Colorado - At-large,,Republican Party,CROWLEY,Ken Montera,480,
Regent of the University of Colorado - At-large,,Republican Party,CUSTER,Ken Montera,945,
Regent of the University of Colorado - At-large,,Republican Party,DELTA,Ken Montera,3857,
Regent of the University of Colorado - At-large,,Republican Party,DENVER,Ken Montera,18959,
Regent of the University of Colorado - At-large,,Republican Party,DOLORES,Ken Montera,422,
Regent of the University of Colorado - At-large,,Republican Party,DOUGLAS,Ken Montera,33638,
Regent of the University of Colorado - At-large,,Republican Party,EAGLE,Ken Montera,1899,
Regent of the University of Colorado - At-large,,Republican Party,EL PASO,Ken Montera,71988,
Regent of the University of Colorado - At-large,,Republican Party,ELBERT,Ken Montera,5107,
Regent of the University of Colorado - At-large,,Republican Party,FREMONT,Ken Montera,6323,
Regent of the University of Colorado - At-large,,Republican Party,GARFIELD,Ken Montera,3599,
Regent of the University of Colorado - At-large,,Republican Party,GILPIN,Ken Montera,454,
Regent of the University of Colorado - At-large,,Republican Party,GRAND,Ken Montera,1311,
Regent of the University of Colorado - At-large,,Republican Party,GUNNISON,Ken Montera,841,
Regent of the University of Colorado - At-large,,Republican Party,HINSDALE,Ken Montera,149,
Regent of the University of Colorado - At-large,,Republican Party,HUERFANO,Ken Montera,576,
Regent of the University of Colorado - At-large,,Republican Party,JACKSON,Ken Montera,277,
Regent of the University of Colorado - At-large,,Republican Party,JEFFERSON,Ken Montera,46559,
Regent of the University of Colorado - At-large,,Republican Party,KIOWA,Ken Montera,284,
Regent of the University of Colorado - At-large,,Republican Party,KIT CARSON,Ken Montera,998,
Regent of the University of Colorado - At-large,,Republican Party,LA PLATA,Ken Montera,3190,
Regent of the University of Colorado - At-large,,Republican Party,LAKE,Ken Montera,229,
Regent of the University of Colorado - At-large,,Republican Party,LARIMER,Ken Montera,26123,
Regent of the University of Colorado - At-large,,Republican Party,LAS ANIMAS,Ken Montera,1036,
Regent of the University of Colorado - At-large,,Republican Party,LINCOLN,Ken Montera,729,
Regent of the University of Colorado - At-large,,Republican Party,LOGAN,Ken Montera,3397,
Regent of the University of Colorado - At-large,,Republican Party,MESA,Ken Montera,16967,
Regent of the University of Colorado - At-large,,Republican Party,MINERAL,Ken Montera,110,
Regent of the University of Colorado - At-large,,Republican Party,MOFFAT,Ken Montera,2010,
Regent of the University of Colorado - At-large,,Republican Party,MONTEZUMA,Ken Montera,2322,
Regent of the University of Colorado - At-large,,Republican Party,MONTROSE,Ken Montera,5427,
Regent of the University of Colorado - At-large,,Republican Party,MORGAN,Ken Montera,2914,
Regent of the University of Colorado - At-large,,Republican Party,OTERO,Ken Montera,2022,
Regent of the University of Colorado - At-large,,Republican Party,OURAY,Ken Montera,512,
Regent of the University of Colorado - At-large,,Republican Party,PARK,Ken Montera,2738,
Regent of the University of Colorado - At-large,,Republican Party,PHILLIPS,Ken Montera,879,
Regent of the University of Colorado - At-large,,Republican Party,PITKIN,Ken Montera,529,
Regent of the University of Colorado - At-large,,Republican Party,PROWERS,Ken Montera,1372,
Regent of the University of Colorado - At-large,,Republican Party,PUEBLO,Ken Montera,9657,
Regent of the University of Colorado - At-large,,Republican Party,RIO BLANCO,Ken Montera,948,
Regent of the University of Colorado - At-large,,Republican Party,RIO GRANDE,Ken Montera,1355,
Regent of the University of Colorado - At-large,,Republican Party,ROUTT,Ken Montera,1415,
Regent of the University of Colorado - At-large,,Republican Party,SAGUACHE,Ken Montera,346,
Regent of the University of Colorado - At-large,,Republican Party,SAN JUAN,Ken Montera,31,
Regent of the University of Colorado - At-large,,Republican Party,SAN MIGUEL,Ken Montera,227,
Regent of the University of Colorado - At-large,,Republican Party,SEDGWICK,Ken Montera,359,
Regent of the University of Colorado - At-large,,Republican Party,SUMMIT,Ken Montera,1273,
Regent of the University of Colorado - At-large,,Republican Party,TELLER,Ken Montera,3549,
Regent of the University of Colorado - At-large,,Republican Party,WASHINGTON,Ken Montera,1153,
Regent of the University of Colorado - At-large,,Republican Party,WELD,Ken Montera,22136,
Regent of the University of Colorado - At-large,,Republican Party,YUMA,Ken Montera,1941,
Regent of the University of Colorado - District 3,,Democratic Party,ALAMOSA,Alvin Rivera,1316,
Regent of the University of Colorado - District 3,,Democratic Party,ARCHULETA,Alvin Rivera,869,
Regent of the University of Colorado - District 3,,Democratic Party,CONEJOS,Alvin Rivera,924,
Regent of the University of Colorado - District 3,,Democratic Party,COSTILLA,Alvin Rivera,913,
Regent of the University of Colorado - District 3,,Democratic Party,CUSTER,Alvin Rivera,340,
Regent of the University of Colorado - District 3,,Democratic Party,DELTA,Alvin Rivera,1854,
Regent of the University of Colorado - District 3,,Democratic Party,DOLORES,Alvin Rivera,111,
Regent of the University of Colorado - District 3,,Democratic Party,EAGLE,Alvin Rivera,2817,
Regent of the University of Colorado - District 3,,Democratic Party,GARFIELD,Alvin Rivera,3690,
Regent of the University of Colorado - District 3,,Democratic Party,GUNNISON,Alvin Rivera,1482,
Regent of the University of Colorado - District 3,,Democratic Party,HINSDALE,Alvin Rivera,41,
Regent of the University of Colorado - District 3,,Democratic Party,HUERFANO,Alvin Rivera,994,
Regent of the University of Colorado - District 3,,Democratic Party,JACKSON,Alvin Rivera,49,
Regent of the University of Colorado - District 3,,Democratic Party,LA PLATA,Alvin Rivera,4654,
Regent of the University of Colorado - District 3,,Democratic Party,LAKE,Alvin Rivera,618,
Regent of the University of Colorado - District 3,,Democratic Party,MESA,Alvin Rivera,8729,
Regent of the University of Colorado - District 3,,Democratic Party,MINERAL,Alvin Rivera,156,
Regent of the University of Colorado - District 3,,Democratic Party,MOFFAT,Alvin Rivera,317,
Regent of the University of Colorado - District 3,,Democratic Party,MONTEZUMA,Alvin Rivera,1608,
Regent of the University of Colorado - District 3,,Democratic Party,MONTROSE,Alvin Rivera,2059,
Regent of the University of Colorado - District 3,,Democratic Party,OURAY,Alvin Rivera,616,
Regent of the University of Colorado - District 3,,Democratic Party,PITKIN,Alvin Rivera,2072,
Regent of the University of Colorado - District 3,,Democratic Party,PUEBLO,Alvin Rivera,16195,
Regent of the University of Colorado - District 3,,Democratic Party,RIO BLANCO,Alvin Rivera,133,
Regent of the University of Colorado - District 3,,Democratic Party,RIO GRANDE,Alvin Rivera,779,
Regent of the University of Colorado - District 3,,Democratic Party,ROUTT,Alvin Rivera,2168,
Regent of the University of Colorado - District 3,,Democratic Party,SAGUACHE,Alvin Rivera,598,
Regent of the University of Colorado - District 3,,Democratic Party,SAN JUAN,Alvin Rivera,73,
Regent of the University of Colorado - District 3,,Democratic Party,SAN MIGUEL,Alvin Rivera,959,
Regent of the University of Colorado - District 3,,Republican Party,ALAMOSA,Glen H. Gallegos,1215,
Regent of the University of Colorado - District 3,,Republican Party,ARCHULETA,Glen H. Gallegos,1471,
Regent of the University of Colorado - District 3,,Republican Party,CONEJOS,Glen H. Gallegos,904,
Regent of the University of Colorado - District 3,,Republican Party,COSTILLA,Glen H. Gallegos,147,
Regent of the University of Colorado - District 3,,Republican Party,CUSTER,Glen H. Gallegos,937,
Regent of the University of Colorado - District 3,,Republican Party,DELTA,Glen H. Gallegos,3821,
Regent of the University of Colorado - District 3,,Republican Party,DOLORES,Glen H. Gallegos,419,
Regent of the University of Colorado - District 3,,Republican Party,EAGLE,Glen H. Gallegos,1554,
Regent of the University of Colorado - District 3,,Republican Party,GARFIELD,Glen H. Gallegos,3601,
Regent of the University of Colorado - District 3,,Republican Party,GUNNISON,Glen H. Gallegos,847,
Regent of the University of Colorado - District 3,,Republican Party,HINSDALE,Glen H. Gallegos,150,
Regent of the University of Colorado - District 3,,Republican Party,HUERFANO,Glen H. Gallegos,570,
Regent of the University of Colorado - District 3,,Republican Party,JACKSON,Glen H. Gallegos,278,
Regent of the University of Colorado - District 3,,Republican Party,LA PLATA,Glen H. Gallegos,3178,
Regent of the University of Colorado - District 3,,Republican Party,LAKE,Glen H. Gallegos,232,
Regent of the University of Colorado - District 3,,Republican Party,MESA,Glen H. Gallegos,17083,
Regent of the University of Colorado - District 3,,Republican Party,MINERAL,Glen H. Gallegos,111,
Regent of the University of Colorado - District 3,,Republican Party,MOFFAT,Glen H. Gallegos,2003,
Regent of the University of Colorado - District 3,,Republican Party,MONTEZUMA,Glen H. Gallegos,2303,
Regent of the University of Colorado - District 3,,Republican Party,MONTROSE,Glen H. Gallegos,5370,
Regent of the University of Colorado - District 3,,Republican Party,OURAY,Glen H. Gallegos,512,
Regent of the University of Colorado - District 3,,Republican Party,PITKIN,Glen H. Gallegos,529,
Regent of the University of Colorado - District 3,,Republican Party,PUEBLO,Glen H. Gallegos,9562,
Regent of the University of Colorado - District 3,,Republican Party,RIO BLANCO,Glen H. Gallegos,939,
Regent of the University of Colorado - District 3,,Republican Party,RIO GRANDE,Glen H. Gallegos,1360,
Regent of the University of Colorado - District 3,,Republican Party,ROUTT,Glen H. Gallegos,1402,
Regent of the University of Colorado - District 3,,Republican Party,SAGUACHE,Glen H. Gallegos,335,
Regent of the University of Colorado - District 3,,Republican Party,SAN JUAN,Glen H. Gallegos,31,
Regent of the University of Colorado - District 3,,Republican Party,SAN MIGUEL,Glen H. Gallegos,230,
Regent of the University of Colorado - District 5,,Democratic Party,CHAFFEE,Tony Wolusky,2057,
Regent of the University of Colorado - District 5,,Democratic Party,EL PASO,Tony Wolusky,39741,
Regent of the University of Colorado - District 5,,Democratic Party,FREMONT,Tony Wolusky,2376,
Regent of the University of Colorado - District 5,,Democratic Party,PARK,Tony Wolusky,575,
Regent of the University of Colorado - District 5,,Democratic Party,TELLER,Tony Wolusky,1422,
Regent of the University of Colorado - District 5,,Republican Party,CHAFFEE,Chance Hill,1889,
Regent of the University of Colorado - District 5,,Republican Party,EL PASO,Chance Hill,72032,
Regent of the University of Colorado - District 5,,Republican Party,FREMONT,Chance Hill,6305,
Regent of the University of Colorado - District 5,,Republican Party,PARK,Chance Hill,1364,
Regent of the University of Colorado - District 5,,Republican Party,TELLER,Chance Hill,3547,
State Senate,1,Democratic Party,CHEYENNE,Debra Gustafson,47,
State Senate,1,Democratic Party,ELBERT,Debra Gustafson,1209,
State Senate,1,Democratic Party,KIT CARSON,Debra Gustafson,209,
State Senate,1,Democratic Party,LINCOLN,Debra Gustafson,157,
State Senate,1,Democratic Party,LOGAN,Debra Gustafson,807,
State Senate,1,Democratic Party,MORGAN,Debra Gustafson,1116,
State Senate,1,Democratic Party,PHILLIPS,Debra Gustafson,144,
